place_id,name,address,area,category,lat,lng,phone,google_maps_url,is_verified,created_by
ChIJWey8BfaQHGARO9CVtd3j9T4,"SPAGHETTIES＆CAKES Jai faim","日本、〒399-3101 長野県下伊那郡高森町山吹８３９９−１",下伊那郡,飲食,35.5840774,137.8817334,0265-35-1501,https://maps.google.com/?cid=4536782741019414587,true,api
ChIJdeB9y3XGHGARN0CVVLUc1nM,"手打ちそば おんたけ","日本、〒399-5504 長野県木曽郡大桑村野尻３０８１−２７７",大桑村,飲食,35.664636,137.626388,0264-55-2205,https://maps.google.com/?cid=8346890524511518775,true,api
ChIJz_ObajyaHGAR-7FNfdntlD8,"カレーハウスCoCo壱番屋 飯田座光寺店","日本、〒395-0001 長野県飯田市座光寺３９４８−４",飯田市,飲食,35.5287048,137.8562521,0265-23-7044,https://maps.google.com/?cid=4581548239308567035,true,api
ChIJh8acxkCaHGAREXeFYH8mAQ8,"すき家 153号飯田座光寺店","日本、〒395-0001 長野県飯田市座光寺４７０５−１",飯田市,飲食,35.5316941,137.8640388,0120-498-007,https://maps.google.com/?cid=1081187714067691281,true,api
ChIJqQSl55aZHGARb5LL6CSb5K4,"カフェレスト・センジュ","日本、〒395-0033 長野県飯田市常盤町１７ イイダコアセンジュ 1F",飯田市,飲食,35.513167,137.8264708,0265-22-1010,https://maps.google.com/?cid=12602368240116273775,true,api
ChIJA8ponc-fHGARH2Hj7Z0cEwo,"ガレージ","日本、〒399-2102 長野県下伊那郡下條村陽皐７１３",下條村,飲食,35.3902872,137.7940698,0260-27-2187,https://maps.google.com/?cid=725955429563326751,true,api
ChIJk_dOpeS3HGARXSOp2vqxxPA,"鈴屋","日本、〒399-5302 長野県木曽郡南木曽町吾妻",南木曽町,飲食,35.5774112,137.5956819,0264-57-3891,https://maps.google.com/?cid=17349187355506451293,true,api
ChIJKa3kQJWZHGARt7MoMRt9Smo,"珈琲蘭峰屋","日本、〒395-0041 長野県飯田市中央３丁目",飯田市,飲食,35.5179675,137.8237373,0265-24-9855,https://maps.google.com/?cid=7659071672039289783,true,api
ChIJF_R4K_-ZHGARnuZB9OAIJyQ,"ハーレー","日本、〒395-0001 長野県飯田市座光寺５７８−１",飯田市,飲食,35.5390834,137.8405373,0265-24-6019,https://maps.google.com/?cid=2605060671720777374,true,api
ChIJPWCz9CWaHGARWykEDf9_JVA,"自家焙煎珈琲屋カフェ・トロピコ","日本、〒395-0002 長野県飯田市上郷飯沼１７９５−７",飯田市,飲食,35.5202167,137.8489027,0265-21-5201,https://maps.google.com/?cid=5775162830584293723,true,api
ChIJYTVrpMqEHGARcJt4ZYMS1ec,"カフェ・ギャラリーそらくぼ","日本、〒399-3202 長野県下伊那郡豊丘村神稲１００２７",豊丘村,飲食,35.5249921,137.92269,0265-35-1173,https://maps.google.com/?cid=16705278748353141616,true,api
ChIJR_ueaBSiHGARAS12fg0jm0A,"珈琲＆食事の店やまびこ","日本、〒395-0303 長野県下伊那郡阿智村駒場４３１−１",阿智村,飲食,35.446782,137.747938,0265-43-3700,https://maps.google.com/?cid=4655353180680760577,true,api
ChIJTU7E-h-aHGARVnmT4G3WQuo,"アートハウス","日本、〒395-0004 長野県飯田市上郷黒田１８７７",飯田市,飲食,35.5271002,137.8432512,0265-24-5811,https://maps.google.com/?cid=16880290120745580886,true,api
ChIJM6-v2YmZHGARRsqCQdDh7EE,"ビーバー","日本、〒395-0002 長野県飯田市上郷飯沼３０４９",飯田市,飲食,35.52018899999999,137.842547,0265-24-4818,https://maps.google.com/?cid=4750419991537568326,true,api
ChIJ-TqyvpaZHGARvqzB6nt4wrY,"atomic cafe","日本、〒395-0034 長野県飯田市追手町１丁目４３",飯田市,飲食,35.514225,137.8269722,0265-53-6200,https://maps.google.com/?cid=13169220733999623358,true,api
ChIJt0QF3pOZHGAR0YimBUoH8b8,"KURANO","日本、〒395-0021 長野県飯田市仲ノ町１丁目３",飯田市,飲食,35.5162915,137.8291839,0265-48-8121,https://maps.google.com/?cid=13830843945135278289,true,api
ChIJafo-2r6kHGARR7LEJB2a7hQ,"ヘブンスそのはら","日本、〒395-0304 長野県下伊那郡阿智村智里３７３１−４",阿智村,体験,35.4552058,137.6686946,0265-44-2311,https://maps.google.com/?cid=1508312375177294407,true,api
ChIJwQEXQQeQHGARw2I6nO8Xqnc,"台城公園","日本、〒399-3303 長野県下伊那郡松川町元大島２０９−２",下伊那郡,体験,35.5762643,137.9164554,0265-36-3111,https://maps.google.com/?cid=8622730754439930563,true,api
ChIJG_SGvi5eG2AR0eqoGmYGeqc,"林松寺","日本、〒399-1611 長野県下伊那郡阿南町和合",阿南町,体験,35.321919,137.757761,,https://maps.google.com/?cid=12067965187096373969,true,api
ChIJoYGh0v2YHGARzQ6BRoyh-BM,"飯田運動公園","日本、〒395-0155 長野県飯田市三日市場１９８６",飯田市,体験,35.4860547,137.7985508,0265-22-4511,https://maps.google.com/?cid=1439077704795229901,true,api
ChIJBZ8Sl5GXHGAR-vr_BjxdnPo,"猿庫の泉","日本、〒395-0000 長野県飯田市上飯田",飯田市,体験,35.5324898,137.789712,070-8032-3836,https://maps.google.com/?cid=18058411118245706490,true,api
ChIJQQUi6ROHHGARJ3qE9eB4Rj0,"湯元 山塩館","日本、〒399-3501 長野県下伊那郡大鹿村鹿塩６３１",大鹿村,体験,35.5867349,138.0561401,0265-39-1010,https://maps.google.com/?cid=4415349392270457383,true,api
ChIJ0588ZpSZHGARz7CQGLUKkps,"中央公園","日本、〒395-0041 長野県飯田市伝馬町１丁目４２",飯田市,体験,35.516559,137.8271315,,https://maps.google.com/?cid=11210034195396079823,true,api
ChIJYX1P3iBcG2ARZ7yjz5aMoiM,"宝蔵寺","日本、〒399-1601 長野県下伊那郡売木村南二１３８９",売木村,体験,35.2679673,137.7085426,0260-28-2375,https://maps.google.com/?cid=2567769316911201383,true,api
ChIJkZF4v2uZHGARdSOReDdZF9Q,"松尾鈴岡公園(松尾城跡)","日本、〒395-0804 長野県飯田市鼎",飯田市,体験,35.4872967,137.8273088,,https://maps.google.com/?cid=15282781955285918581,true,api
ChIJK7uHLfuPHGARp0BnT9hOK0A,"嶺岳寺","日本、〒399-3302 長野県下伊那郡松川町生田４３８",下伊那郡,体験,35.590007,137.928649,0265-36-3572,https://maps.google.com/?cid=4623876133378015399,true,api
ChIJS2uKzWWXHGAR8GcYFNVvqjM,"野底山森林公園","日本、〒395-0004 長野県飯田市上郷黒田３８４０",飯田市,体験,35.5401139,137.8180198,0265-22-0915,https://maps.google.com/?cid=3722911002930997232,true,api
ChIJDW65HheiHGAR2plOiQxYrNo,"廣拯山長岳寺","日本、〒395-0303 長野県下伊那郡阿智村駒場５６９",阿智村,体験,35.4423858,137.7473899,,https://maps.google.com/?cid=15757066007129004506,true,api
ChIJVbCJftGZHGARZCkOp5RwvJY,"仏性山阿弥陀寺","日本、〒395-0077 長野県飯田市丸山町２丁目６７２８",飯田市,体験,35.5231397,137.8083292,0265-52-1880,https://maps.google.com/?cid=10861680185070987620,true,api
ChIJLXQNAryQHGAR-F5nmR7BqRQ,"瑠璃寺","日本、〒399-3106 長野県下伊那郡高森町大島山８１２",下伊那郡,体験,35.5644339,137.8578756,0265-35-2209,https://maps.google.com/?cid=1488933488989527800,true,api
ChIJBVuLnZSZHGARHH1CQhp2ev4,"龍臥山善勝寺","日本、〒395-0016 長野県飯田市伝馬町２丁目３１",飯田市,体験,35.5185222,137.827874,0265-24-0420,https://maps.google.com/?cid=18337098687945276700,true,api
ChIJvVMF7JKZHGARP1iMUK2IhN0,"風越公園","日本、〒395-0013 長野県飯田市小伝馬町１丁目３５４１−１",飯田市,体験,35.5201326,137.8311763,0265-22-4511,https://maps.google.com/?cid=15962033257269975103,true,api
ChIJE8ffe7uCHGAR3ZJSb-pGq8A,"矢筈公園キャンプ場","日本、〒395-1100 長野県下伊那郡喬木村",喬木村,自然,35.4507441,137.9371405,0265-33-5127,https://maps.google.com/?cid=13883268249003659997,true,api
ChIJb3s7yOGfHGARhqtvFWL9Ltw,"CAMP & CHEERS KANESHIGE (Café ＆ Taproom)","日本、〒399-2102 長野県下伊那郡下條村陽皐５０７４",下條村,自然,35.3747137,137.779897,0260-27-2158,https://maps.google.com/?cid=15865897134981098374,true,api
ChIJZbE7lEW4HGARTaZnlWVyd08,"南木曽山麓蘭キャンプ場","日本、〒399-5302 長野県木曽郡南木曽町吾妻２７９５",南木曽町,飲食,35.5716805,137.6328678,090-8594-2135,https://maps.google.com/?cid=5726171231848736333,true,api
ChIJCby-UWOXHGARyz-Tlsmk2Nk,"風越山麓公園","日本、〒395-0077 長野県飯田市丸山町４丁目５５１０−８",飯田市,体験,35.5370305,137.8126926,,https://maps.google.com/?cid=15697477686921478091,true,api
ChIJmxUyyP19G2ARHq_AulSlGMI,"大島河原河川公園 オートキャンプ場","日本、〒399-1403 長野県飯田市上村４−１０",飯田市,自然,35.4608923,137.9990308,0260-31-0036,https://maps.google.com/?cid=13986110426128101150,true,api
ChIJeX15i8C7HGARXu9XYaaiDm0,"里山CAMPUS","日本、〒395-0401 長野県下伊那郡阿智村清内路３１２３−２６",阿智村,飲食,35.5218447,137.6623761,090-8430-2225,https://maps.google.com/?cid=7858397235289517918,true,api
ChIJj8x3rdaZHGARrKB3dqz2ylo,"滝の沢公園","日本、〒395-0048 長野県飯田市滝の沢 滝の沢６６８１−１",飯田市,自然,35.5253971,137.8088597,,https://maps.google.com/?cid=6542312629291425964,true,api
ChIJlcI8hDG4HGAR436JCzAIo2Q,"TAOYA木曽路","日本、〒399-5302 長野県木曽郡南木曽町吾妻２２７８",南木曽町,温泉,35.5616114,137.6175961,050-3615-3456,https://maps.google.com/?cid=7251648827441643235,true,api
ChIJbfzq1QejHGARd2CRrbesM_M,"昼神グランドホテル天心","日本、〒395-0304 長野県下伊那郡阿智村智里３３１−５",阿智村,温泉,35.455347,137.714526,0265-43-3434,https://maps.google.com/?cid=17524540479919710327,true,api
ChIJxUlbe8SaHGAR5esbDA5QpOM,"Air bnb Country Side 民泊 カントリーサイド","日本、〒399-3202 長野県下伊那郡豊丘村神稲１７２５",豊丘村,温泉,35.54764830000001,137.9076174,080-3001-8994,https://maps.google.com/?cid=16403323764053109733,true,api
ChIJJXFIVQ-jHGAR_-V0mc5Ok_4,"信州昼神温泉郷 日長庵 桂月","日本、〒395-0304 長野県下伊那郡阿智村智里４２５",阿智村,温泉,35.4577778,137.7144444,0265-43-3500,https://maps.google.com/?cid=18344092356454966783,true,api
ChIJ42JcOhKjHGARu3w0CPDXpNI,"湯元ホテル阿智川","日本、〒395-0304 長野県下伊那郡阿智村智里５０３−１１５",阿智村,温泉,35.461342,137.709256,0265-43-2800,https://maps.google.com/?cid=15178494070075194555,true,api
ChIJyYALLJeZHGARZDfYTwkWDGY,"ホテルオオハシ飯田","日本、〒395-0033 長野県飯田市常盤町２８−２８ ２８番地",飯田市,温泉,35.512856,137.8276452,0265-22-5184,https://maps.google.com/?cid=7353276520839264100,true,api
ChIJ60tdmwijHGAR1RxD4w9dUxM,"石苔亭いしだ SEKITAITEI ISHIDA","日本、〒395-0304 長野県下伊那郡阿智村智里３３２−３",阿智村,温泉,35.4558029,137.7140492,0265-43-3300,https://maps.google.com/?cid=1392559032606334165,true,api
ChIJ96wyMw-jHGARbqFdeijE_2c,"癒楽の宿 清風苑","日本、〒395-0304 長野県下伊那郡阿智村智里３３８−１９",阿智村,温泉,35.4570466,137.7127574,0265-43-4141,https://maps.google.com/?cid=7493923983098487150,true,api
ChIJrdBg5QijHGARfqKi7wKjSyM,"湯多利の里 伊那華","日本、〒395-0304 長野県下伊那郡阿智村智里５０３−２９４",阿智村,温泉,35.4550303,137.712893,0265-43-2611,https://maps.google.com/?cid=2543305647586452094,true,api
ChIJC00nwWq5HGAR_Wq53gVCFjQ,"滝見温泉 滝見の家","日本、〒399-5302 長野県木曽郡南木曽町吾妻4689−４４７",南木曽町,温泉,35.5659889,137.6649489,0264-58-2165,https://maps.google.com/?cid=3753259932438850301,true,api
ChIJ1-cHBU2YHGARcS5rK_aFBT8,"ホテルルートイン飯田","日本、〒395-0152 長野県飯田市育良町２丁目3−５",飯田市,温泉,35.5013947,137.8011302,050-1807-0923,https://maps.google.com/?cid=4541183091609906801,true,api
ChIJ_zgmw3SeHGARiuhz1i29zAo,"農家民宿ふれあい農園おおた","日本、〒399-2223 長野県飯田市千栄２１６５",飯田市,温泉,35.4175677,137.8395998,0265-59-2616,https://maps.google.com/?cid=778204840197351562,true,api
ChIJAQEalIOZHGARAPnqmNQ7J8Y,"スポーツクラブFLEX","日本、〒395-0026 長野県飯田市鼎西鼎６１８−１",飯田市,温泉,35.5091452,137.8363355,0265-23-8823,https://maps.google.com/?cid=14278446927886088448,true,api
ChIJSdp2MYWZHGARyDW7o4dc7mg,"飯田城温泉(日帰り入浴)","日本、〒395-0034 長野県飯田市追手町２丁目６４１−１０",飯田市,温泉,35.5118589,137.8330926,0265-53-2581,https://maps.google.com/?cid=7561082562038937032,true,api
ChIJ3XRjFZWZHGAR0uKxpN4uK7k,"エステサロン レノーズ飯田","日本、〒395-0041 長野県飯田市中央通り３丁目53−４ ホワイトビル 1F",飯田市,温泉,35.5172891,137.8243236,0265-53-3378,https://maps.google.com/?cid=13342809854795965138,true,api
ChIJy4i6opaZHGARpstrpWv7KPc,"カーブス 飯田","日本、〒395-0031 長野県飯田市銀座３丁目７ 堀端ビル",飯田市,温泉,35.5143982,137.8265113,0265-21-2129,https://maps.google.com/?cid=17809761166192004006,true,api
ChIJq7DwP6aZHGAR2oaJ4BdPHvg,"カーブス かなえ一色","日本、〒395-0805 長野県飯田市鼎一色６６６",飯田市,温泉,35.4994657,137.8143142,0265-53-2929,https://maps.google.com/?cid=17878814534677399258,true,api
ChIJmTRbmCWaHGARkZgxnZKD9EM,"リヴィエラ","日本、〒395-0002 長野県飯田市上郷飯沼１８０９−１０",飯田市,温泉,35.5213183,137.8496258,0265-53-3315,https://maps.google.com/?cid=4896683360584308881,true,api
ChIJD9Q9yJWZHGARqyNKk6XL3v0,"ナチュラルサロンｍａｕ","日本、〒395-0044 長野県飯田市本町２丁目",飯田市,温泉,35.5152737,137.8249621,0265-48-0878,https://maps.google.com/?cid=18293282648426685355,true,api
ChIJvSjt8HaZHGARcpFksrALmO8,"飯田市の整体・マッサージ・リラクゼーション/TAiSEiKAN","日本、〒395-0804 長野県飯田市鼎名古熊２４６１ アピタ飯田店 2F",飯田市,温泉,35.5002041,137.8299694,0265-23-6623,https://maps.google.com/?cid=17264562025059881330,true,api
ChIJryA1RK-ZHGARvGtuZLjhM7U,"Ｄｉｏｎｅ飯田店 美肌脱毛 フェイシャル 痩身 ブライダルエステ","日本、〒395-0805 長野県飯田市鼎一色１６２−６",飯田市,温泉,35.5004541,137.8122718,0265-48-6959,https://maps.google.com/?cid=13057027926752390076,true,api
ChIJSTAKU5RnG2ARhGFYDaw-p_k,"天龍温泉 おきよめの湯","日本、〒399-1202 長野県下伊那郡天龍村神原５７８６−１４",天龍村,温泉,35.2493251,137.7806705,0260-32-3737,https://maps.google.com/?cid=17989416145233928580,true,api
ChIJk8DHF5SnHGARqwA7PToLdgs,"信州平谷温泉 ひまわりの湯","日本、〒395-0601 長野県下伊那郡平谷村２５２",平谷村,温泉,35.3247386,137.6311724,0265-48-2911,https://maps.google.com/?cid=825859926432350379,true,api
ChIJIfLWZNVdG2ARKjGuZNa7qw0,"ポレポレVillage","日本、〒399-1601 長野県下伊那郡売木村1−４６",売木村,自然,35.2773322,137.7257306,0260-28-2802,https://maps.google.com/?cid=985087472997118250,true,api
ChIJFyb67ldgG2ARSgCepOL9tMY,"阿南温泉かじかの湯","日本、〒399-1505 長野県下伊那郡阿南町富草４９２３",阿南町,体験,35.3438777,137.7945443,0260-22-2000,https://maps.google.com/?cid=14318348265183903818,true,api
ChIJRZ91aXqaHGARBFVFL29S7y0,"高森町歴史民俗資料館 時の駅","日本、〒399-3103 長野県下伊那郡高森町下市田２２４３",下伊那郡,体験,35.55159070000001,137.8731646,0265-35-7083,https://maps.google.com/?cid=3309954888628524292,true,api
ChIJ_US-zwejHGARlI-OV4pWiNY,"熊谷元一写真童画館","日本、〒395-0304 長野県下伊那郡阿智村智里３３１−１",阿智村,体験,35.4552733,137.7150372,0265-43-4422,https://maps.google.com/?cid=15458700873123663764,true,api
ChIJBSXCO3p8G2ARmQQlk1ZGaxE,"上村まつり伝承館天伯","日本、〒399-1403 長野県飯田市上村上町７５３",飯田市,体験,35.3870232,137.9696851,0260-36-2005,https://maps.google.com/?cid=1255174258802623641,true,api
ChIJ44CLbk1gG2AR0QZHJcdK5AA,"阿南町化石館","日本、〒399-1505 長野県下伊那郡阿南町富草３９０５",阿南町,体験,35.355886,137.801548,0260-22-2273,https://maps.google.com/?cid=64258513874388689,true,api
ChIJg19Nea-bHGAR7mg51WhF6Cs,"喬木村歴史民俗資料館","日本、〒395-1100 長野県下伊那郡喬木村小川６６９８−２",喬木村,体験,35.5134289,137.8751144,0265-33-4508,https://maps.google.com/?cid=3163855054783998190,true,api
ChIJoU2Hp-VhG2ARZu5nNCbLOX4,"泰阜村立学校美術館","日本、〒399-1801 長野県下伊那郡泰阜村６２２１−５",泰阜村,体験,35.3510661,137.8389616,0260-25-1030,https://maps.google.com/?cid=9095524287399849574,true,api
ChIJ4xvefpCZHGARISs9dV3aHgQ,"柳田國男館（旧喜談書屋）","日本、〒395-0034 長野県飯田市追手町２丁目６５５−６",飯田市,体験,35.5117068,137.8320281,0265-22-8118,https://maps.google.com/?cid=296914720386788129,true,api
ChIJDwfiu5qZHGARIhIhgtaN86c,"柳田國男記念伊那民俗学研究所","日本、〒395-0034 長野県飯田市追手町２丁目６５５",飯田市,体験,35.5117153,137.8319963,0265-22-8118,https://maps.google.com/?cid=12102172576120377890,true,api
ChIJbRWkbi6fHGARcwn1n-9mTAg,"旧小笠原家書院（伊豆木陣屋）","日本、〒399-2434 長野県飯田市伊豆木３９４２",飯田市,体験,35.44611039999999,137.7948838,0265-27-4178,https://maps.google.com/?cid=597966029900286323,true,api
ChIJa463Qz6iHGARpIp-6qiogns,"後藤家資料室","日本、〒395-0303 長野県下伊那郡阿智村駒場８６４−１",阿智村,体験,35.444057,137.7425801,,https://maps.google.com/?cid=8899861257079655076,true,api
ChIJwSSMv8R6G2ARpvKWI8rKuz0,"遠山郷土館 和田城","日本、〒399-1311 長野県飯田市南信濃和田１１９２",飯田市,体験,35.3206458,137.9354645,0260-34-2355,https://maps.google.com/?cid=4448372026487796390,true,api
ChIJxRkeYOO3HGAR2z-70Hih7_c,"南木曽町博物館 歴史資料館","日本、〒399-5302 長野県木曽郡南木曽町吾妻２１９０",南木曽町,体験,35.5773536,137.5953356,0264-57-3322,https://maps.google.com/?cid=17865675787072126939,true,api
ChIJ-y43LJSZHGARqi3SnByQxkk,"飯田市川本喜八郎人形美術館","日本、〒395-0044 長野県飯田市本町１丁目２",飯田市,体験,35.5149434,137.8257144,0265-23-3594,https://maps.google.com/?cid=5316094862721953194,true,api
ChIJ2ZoVgJqZHGARGp9T6POWnbI,"飯田市美術博物館","日本、〒395-0034 長野県飯田市追手町２丁目６５５−７",飯田市,体験,35.5119811,137.8305148,0265-22-8118,https://maps.google.com/?cid=12870609284413759258,true,api
ChIJgXHViROiHGARdwv8VEjjuwc,"ショッピングタウン ピア","日本、〒395-0303 長野県下伊那郡阿智村駒場４２６",阿智村,その他,35.447221,137.7489559,0265-43-3939,https://maps.google.com/?cid=557288878713342839,true,api
ChIJIRa2N76ZHGARAoMUrMsKrpg,"飯田市役所","日本、〒395-8501 長野県飯田市大久保町２５３４",飯田市,その他,35.5148057,137.8218293,0265-22-4511,https://maps.google.com/?cid=11001742809594364674,true,api
ChIJlbnt8HaZHGARj3MHC4PAYvE,"アピタ飯田店","日本、〒395-0804 長野県飯田市鼎名古熊2461番地",飯田市,飲食,35.5000686,137.8297389,0570-009-374,https://maps.google.com/?cid=17393676379916563343,true,api
ChIJl0jOhXOQHGARpWk3jy5mg6A,"MEGAドン・キホーテUNY 高森店","日本、〒399-3101 長野県下伊那郡高森町山吹４５１５",下伊那郡,その他,35.5730742,137.898934,0570-055-911,https://maps.google.com/?cid=11566200618174867877,true,api
ChIJS7J-JQCZHGARVDdNSm80Lmw,"そよら飯田アップルロード","日本、〒395-0805 長野県飯田市鼎一色４５６",飯田市,その他,35.500744,137.8167463,,https://maps.google.com/?cid=7795225657617495892,true,api
ChIJEf28bmGaHGAR6V7Af6NjtHs,"高森パース","日本、〒399-3103 長野県下伊那郡高森町下市田１８１８ 高森ＳＣ 内",下伊那郡,その他,35.5455355,137.8789168,0265-35-1919,https://maps.google.com/?cid=8913859116347186921,true,api
ChIJl8o5JiKQHGARipH4OPOiUes,"松川町あらい商店街","日本、〒399-3303 長野県下伊那郡松川町元大島",下伊那郡,その他,35.5957426,137.9166759,,https://maps.google.com/?cid=16956513237543195018,true,api
ChIJG11vGiNhG2ARC5Tkzr6qJhI,"ショッピングランド ナピカ","日本、〒399-1504 長野県下伊那郡阿南町西條７１０",阿南町,飲食,35.3294157,137.8112433,0260-31-1212,https://maps.google.com/?cid=1307920478289302539,true,api
ChIJRYKtyzWYHGARxsxN17OvMBA,"豊作ネット","日本、〒395-0151 長野県飯田市北方１５７６−５",飯田市,その他,35.5098537,137.7993436,0265-25-8631,https://maps.google.com/?cid=1166625490435165382,true,api
ChIJy6TJj72aHGARLknaChtGI8s,"浅井商店","日本、〒399-3201 長野県下伊那郡豊丘村河野２４５−１",豊丘村,その他,35.5580503,137.902586,0265-35-2028,https://maps.google.com/?cid=14637620295844383022,true,api
ChIJq4QV70iaHGAR_3JUbrgCgao,"ヨコハマタイヤサービス 甲信飯田店","日本、〒395-0821 長野県飯田市松尾新井６８２４",飯田市,その他,35.4983622,137.8587292,0265-48-0890,https://maps.google.com/?cid=12286104249591689983,true,api
ChIJS903Sv-aHGARKwQeHzRBAaE,"丸宮産業","日本、〒399-3202 長野県下伊那郡豊丘村神稲９２９０−１",豊丘村,その他,35.529997,137.88337,0265-35-7388,https://maps.google.com/?cid=11601625807199274027,true,api
ChIJUVaLH5SRHGAR2BBvdPrZonY,"エコロユニオン","日本、〒399-3301 長野県下伊那郡松川町上片桐１０１８−１６",下伊那郡,その他,35.625268,137.897153,0265-37-4122,https://maps.google.com/?cid=8548634712421109976,true,api
ChIJfVXAq-qZHGARMdRllkX7RiU,"金券ショップ アシスト","日本、〒395-0041 長野県飯田市中央通り４丁目５１",飯田市,その他,35.518047,137.822905,0265-48-0444,https://maps.google.com/?cid=2686110504067650609,true,api
ChIJmQTfAOuZHGARQP0jg7l5GbQ,"アシスト","日本、〒395-0083 長野県飯田市錦町２丁目１",飯田市,その他,35.5211678,137.8256538,0265-23-8081,https://maps.google.com/?cid=12977537638920879424,true,api
ChIJv6stJyKQHGARaRd4l2RzrP4,"マルエイ","日本、〒399-3303 長野県下伊那郡松川町元大島１４７５",下伊那郡,その他,35.5955533,137.916738,0265-36-2218,https://maps.google.com/?cid=18351169457503082345,true,api
ChIJQfsL4nSZHGAROTdw57D386c,"select shop HOPE","日本、〒395-0002 長野県飯田市上郷飯沼１６８３−１",飯田市,その他,35.5240228,137.8501181,0265-24-3690,https://maps.google.com/?cid=12102288962843850553,true,api
ChIJ-8afPqeZHGAREv-mW35y94c,"平安堂 飯田店","日本、〒395-0804 長野県飯田市鼎名古熊６６０−１",飯田市,その他,35.4986674,137.8170346,0265-24-4545,https://maps.google.com/?cid=9797425401396920082,true,api
ChIJVRTb-sGZHGARn8D7kjxayBI,"セブン-イレブン 飯田白山町店","日本、〒395-0076 長野県飯田市白山町１丁目６４５６−１",飯田市,飲食,35.5184186,137.8177403,0265-52-2877,https://maps.google.com/?cid=1353430904235344031,true,api
ChIJK19JKpWZHGARS9DMbrWakCs,"呉服のべにや","日本、〒395-0085 長野県飯田市吾妻町２７",飯田市,その他,35.5194583,137.8264763,0265-22-1349,https://maps.google.com/?cid=3139179044315910219,true,api
ChIJh0os5wabHGARFnRfBg5iAZM,"日本屋","日本、〒395-1101 長野県下伊那郡喬木村阿島３３０４",喬木村,その他,35.52064,137.885054,0265-33-2046,https://maps.google.com/?cid=10592855610928100374,true,api
ChIJTakiLP6YHGARiAqQtuJCjjk,"（有）長谷部住設","日本、〒395-0155 長野県飯田市三日市場９２５−２",飯田市,その他,35.488689,137.802834,0265-25-8848,https://maps.google.com/?cid=4147325848347740808,true,api
ChIJ12rNoveYHGAR7byueMZet9g,"（有）エヌケイモールド","日本、〒395-0156 長野県飯田市中村１２４６−５",飯田市,その他,35.4848979,137.7920262,0265-25-6951,https://maps.google.com/?cid=15616054439451737325,true,api
ChIJaQLtEoKiHGARekmBAcpHLEk,"（有）塗膜センター 飯田","日本、〒395-0244 長野県飯田市山本１１６２",飯田市,その他,35.479703,137.763049,0265-25-2191,https://maps.google.com/?cid=5272668196678224250,true,api
